Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,496.087006,512.184021,496.087006,512.184021,132.464844,0
2000-01-04,502.671997,530.476013,501.574005,519.5009769999999,134.357208,232821
2000-01-05,514.3790280000001,520.963989,495.35501100000005,514.744995,133.127182,356756
2000-01-06,516.573975,519.867004,507.428009,510.72000099999997,132.08621200000002,656255
2000-01-07,518.0369870000001,541.4509889999999,511.451996,538.8900150000001,139.371735,329337
2000-01-10,519.328979,567.7919919999999,519.328979,539.2559809999999,139.4664,296357
2000-01-11,539.987976,541.4509889999999,501.208008,507.79400599999997,131.329422,584579
2000-01-12,516.573975,516.573975,497.915985,511.81799299999994,132.370178,420309
2000-01-13,517.671021,517.671021,493.89099100000004,493.89099100000004,127.733749,632447
2000-01-14,503.40301500000004,503.40301500000004,482.915985,493.160004,127.54466200000002,1081902
2000-01-17,493.160004,504.867004,475.59899900000005,497.549988,128.680099,282279
2000-01-18,508.52499400000005,508.52499400000005,486.209015,496.087006,128.301712,786719
2000-01-19,496.451996,496.451996,482.915985,482.915985,124.89530900000001,681409
2000-01-20,557.914001,557.914001,449.98999000000003,475.23300199999994,122.90824099999999,1274825
2000-01-21,545.1099849999999,545.1099849999999,432.795013,435.35598799999997,112.594971,393829
2000-01-24,454.380005,454.380005,406.45401,414.868988,107.296471,2316523
2000-01-25,413.77099599999997,446.332001,409.747009,443.40499900000003,114.676666,1309806
2000-01-26,451.453003,475.23300199999994,443.40499900000003,455.112,117.70443700000001,3135284
2000-01-27,456.575012,457.30700700000006,441.94100999999995,451.819,116.85282099999999,210940
2000-01-28,455.84399400000007,456.575012,444.868011,444.868011,115.05504599999999,532549
2000-01-31,451.453003,452.18499800000006,430.23400899999996,430.60000599999995,111.36493700000001,163566
2000-02-01,432.414001,450.72198499999996,427.125,428.039001,110.702629,138910
2000-02-02,435.630005,439.01501500000006,397.308014,406.088989,105.02573400000001,209102
2000-02-03,414.136993,429.868988,409.381012,414.868988,107.296471,835033
